Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Deck,Title,New_ticket
0,3,male,47.0,0,0,7.25,-999,S,-999,Mr,1
0,3,female,-999.0,0,2,7.75,-999,Q,-999,Miss,0
0,2,male,37.0,1,0,26.0,-999,S,-999,Mr,1
0,3,male,36.0,1,1,24.15,-999,S,-999,Mr,0
1,2,female,-999.0,0,0,33.0,-999,S,-999,Miss,0
0,3,male,49.0,0,0,0.0,-999,S,-999,Mr,1
0,3,male,-999.0,0,0,7.225,-999,C,-999,Mr,0
1,1,male,49.0,1,0,56.9292,A20,C,A,Sir,1
1,2,female,24.0,2,1,27.0,-999,S,-999,Mrs,0
0,3,male,-999.0,0,0,7.8958,-999,S,-999,Mr,0
0,1,male,-999.0,0,0,42.4,-999,S,-999,Mr,0
0,3,male,44.0,0,0,8.05,-999,S,-999,Mr,0
1,1,male,35.0,0,0,26.55,-999,C,-999,Mr,0
0,3,male,36.0,1,0,15.55,-999,S,-999,Mr,0
0,3,male,30.0,0,0,7.8958,-999,S,-999,Mr,0
1,1,male,27.0,0,0,30.5,-999,S,-999,Mr,0
1,2,female,22.0,1,2,41.5792,-999,C,-999,Mrs,1
1,1,female,40.0,0,0,153.4625,C125,S,C,Miss,1
0,3,female,39.0,1,5,31.275,-999,S,-999,Mrs,0
0,3,male,-999.0,0,0,7.05,-999,S,-999,Mr,1
1,3,female,-999.0,1,0,15.5,-999,Q,-999,Miss,0
0,3,male,-999.0,0,0,7.75,-999,Q,-999,Mr,0
0,3,male,35.0,0,0,8.05,-999,S,-999,Mr,0
1,2,female,24.0,1,2,65.0,-999,S,-999,Miss,0
0,3,male,34.0,1,1,14.4,-999,S,-999,Mr,0
0,3,female,26.0,1,0,16.1,-999,S,-999,Mrs,1
1,2,female,4.0,2,1,39.0,F4,S,F,Miss,0
0,2,male,26.0,0,0,10.5,-999,S,-999,Mr,0
0,3,male,27.0,1,0,14.4542,-999,C,-999,Mr,0
1,1,male,42.0,1,0,52.5542,D19,S,D,Mr,0
1,3,male,20.0,1,1,15.7417,-999,C,-999,Mr,0
0,3,male,21.0,0,0,7.8542,-999,S,-999,Mr,0
0,3,male,21.0,0,0,16.1,-999,S,-999,Mr,0
0,1,male,61.0,0,0,32.3208,D50,S,D,Mr,0
0,2,male,57.0,0,0,12.35,-999,Q,-999,Rev,0
1,1,female,21.0,0,0,77.9583,D9,S,D,Miss,0
0,3,male,26.0,0,0,7.8958,-999,S,-999,Mr,0
0,3,male,-999.0,0,0,7.7333,-999,Q,-999,Mr,0
1,1,male,80.0,0,0,30.0,A23,S,A,Mr,0
0,3,male,51.0,0,0,7.0542,-999,S,-999,Mr,0
1,1,male,32.0,0,0,30.5,B50,C,B,Dr,0
0,1,male,-999.0,0,0,0.0,-999,S,-999,Mr,0
0,3,female,9.0,3,2,27.9,-999,S,-999,Miss,0
1,2,female,28.0,0,0,13.0,-999,S,-999,Miss,0
0,3,male,32.0,0,0,7.925,-999,S,-999,Mr,1
0,2,male,31.0,1,1,26.25,-999,S,-999,Mr,1
0,3,female,41.0,0,5,39.6875,-999,S,-999,Mrs,0
0,3,male,-999.0,1,0,16.1,-999,S,-999,Mr,0
0,3,male,20.0,0,0,7.8542,-999,S,-999,Mr,0
1,1,female,24.0,0,0,69.3,B35,C,B,Mlle,1
0,3,female,2.0,3,2,27.9,-999,S,-999,Miss,0
1,3,male,-999.0,0,0,56.4958,-999,S,-999,Mr,0
1,3,female,0.75,2,1,19.2583,-999,C,-999,Miss,0
1,1,male,48.0,1,0,76.7292,D33,C,D,Mr,1
0,3,male,19.0,0,0,7.8958,-999,S,-999,Mr,0
1,1,male,56.0,0,0,35.5,A26,C,A,Col,0
0,3,male,-999.0,0,0,7.55,-999,S,-999,Mr,1
1,3,female,23.0,0,0,7.55,-999,S,-999,Miss,1
0,3,male,-999.0,0,0,7.8958,-999,S,-999,Mr,0
1,2,female,18.0,0,1,23.0,-999,S,-999,Miss,0
0,3,male,21.0,0,0,8.4333,-999,S,-999,Mr,0
1,3,female,-999.0,0,0,7.8292,-999,Q,-999,Miss,0
0,3,female,18.0,0,0,6.75,-999,Q,-999,Miss,0
0,2,male,24.0,2,0,73.5,-999,S,-999,Mr,1
0,3,male,-999.0,0,0,7.8958,-999,S,-999,Mr,0
0,3,female,32.0,1,1,15.5,-999,Q,-999,Mrs,0
0,2,male,23.0,0,0,13.0,-999,S,-999,Mr,0
0,1,male,58.0,0,2,113.275,D48,C,D,Mr,0
1,1,male,50.0,2,0,133.65,-999,S,-999,Dr,1
0,3,male,40.0,0,0,7.225,-999,C,-999,Mr,0
0,1,male,47.0,0,0,25.5875,E58,S,E,Mr,0
0,3,male,36.0,0,0,7.4958,-999,S,-999,Mr,0
1,3,male,20.0,1,0,7.925,-999,S,-999,Mr,1
0,2,male,32.0,2,0,73.5,-999,S,-999,Mr,1
0,2,male,25.0,0,0,13.0,-999,S,-999,Mr,0
0,3,male,-999.0,0,0,7.775,-999,S,-999,Mr,0
0,3,male,43.0,0,0,8.05,-999,S,-999,Mr,1
1,1,female,-999.0,1,0,52.0,C126,S,C,Mrs,0
1,2,female,40.0,1,1,39.0,-999,S,-999,Mrs,0
0,1,male,31.0,1,0,52.0,B71,S,B,Mr,1
0,2,male,70.0,0,0,10.5,-999,S,-999,Mr,1
1,2,male,31.0,0,0,13.0,-999,S,-999,Mr,0
0,2,male,-999.0,0,0,0.0,-999,S,-999,Mr,0
0,3,male,18.0,0,0,7.775,-999,S,-999,Mr,0
0,3,male,24.5,0,0,8.05,-999,S,-999,Mr,0
1,3,female,18.0,0,0,9.8417,-999,S,-999,Miss,0
0,3,female,43.0,1,6,46.9,-999,S,-999,Mrs,1
1,1,male,36.0,0,1,512.3292,B51 B53 B55,C,B,Mr,1
0,3,female,-999.0,0,0,8.1375,-999,Q,-999,Miss,0
1,1,male,27.0,0,0,76.7292,D49,C,D,Mr,1
0,3,male,20.0,0,0,9.225,-999,S,-999,Mr,0
0,3,male,14.0,5,2,46.9,-999,S,-999,Mr,1
0,2,male,60.0,1,1,39.0,-999,S,-999,Mr,0
0,2,male,25.0,1,2,41.5792,-999,C,-999,Mr,1
0,3,male,14.0,4,1,39.6875,-999,S,-999,Mr,0
0,3,male,19.0,0,0,10.1708,-999,S,-999,Mr,0
0,3,male,18.0,0,0,7.7958,-999,S,-999,Mr,0
1,1,female,15.0,0,1,211.3375,B5,S,B,Miss,0
1,1,male,31.0,1,0,57.0,B20,S,B,Mr,0
1,3,female,4.0,0,1,13.4167,-999,C,-999,Miss,0
1,3,male,-999.0,0,0,56.4958,-999,S,-999,Mr,0
0,3,male,25.0,0,0,7.225,-999,C,-999,Mr,0
0,1,male,60.0,0,0,26.55,-999,S,-999,Col,0
0,2,male,52.0,0,0,13.5,-999,S,-999,Mr,0
0,3,male,44.0,0,0,8.05,-999,S,-999,Mr,0
1,3,female,-999.0,0,0,7.7333,-999,Q,-999,Miss,0
0,1,male,49.0,1,1,110.8833,C68,C,C,Mr,0
0,3,male,42.0,0,0,7.65,F G63,S,F,Mr,0
1,1,female,18.0,1,0,227.525,C62 C64,C,C,Mrs,1
1,1,male,35.0,0,0,26.2875,E24,S,E,Mr,1
0,3,female,18.0,0,1,14.4542,-999,C,-999,Miss,0
0,3,male,25.0,0,0,7.7417,-999,Q,-999,Mr,0
0,3,male,26.0,1,0,7.8542,-999,S,-999,Mr,0
0,2,male,39.0,0,0,26.0,-999,S,-999,Mr,0
1,2,female,45.0,0,0,13.5,-999,S,-999,Mrs,0
1,1,male,42.0,0,0,26.2875,E24,S,E,Mr,1
1,1,female,22.0,0,0,151.55,-999,S,-999,Miss,0
1,3,male,-999.0,1,1,15.2458,-999,C,-999,Master,0
1,1,female,24.0,0,0,49.5042,C90,C,C,Mlle,1
0,1,male,-999.0,0,0,26.55,C124,S,C,Mr,0
1,1,male,48.0,1,0,52.0,C126,S,C,Mr,0
0,3,male,29.0,0,0,9.4833,-999,S,-999,Mr,0
0,2,male,52.0,0,0,13.0,-999,S,-999,Mr,0
0,3,male,19.0,0,0,7.65,F G73,S,F,Mr,0
1,1,female,38.0,0,0,227.525,C45,C,C,Miss,1
1,2,female,27.0,0,0,10.5,E101,S,E,Miss,0
0,3,male,-999.0,0,0,15.5,-999,Q,-999,Mr,0
0,3,male,33.0,0,0,7.775,-999,S,-999,Mr,0
1,2,female,6.0,0,1,33.0,-999,S,-999,Miss,0
0,3,male,17.0,1,0,7.0542,-999,S,-999,Mr,0
0,2,male,34.0,0,0,13.0,-999,S,-999,Mr,0
0,2,male,50.0,0,0,13.0,-999,S,-999,Mr,0
1,1,male,27.0,1,0,53.1,E8,S,E,Mr,0
0,3,male,20.0,0,0,8.6625,-999,S,-999,Mr,0
1,2,female,30.0,3,0,21.0,-999,S,-999,Mrs,0
1,3,female,-999.0,0,0,7.7375,-999,Q,-999,Miss,0
0,2,male,25.0,1,0,26.0,-999,S,-999,Mr,0
0,3,female,25.0,1,0,7.925,-999,S,-999,Miss,1
1,1,female,29.0,0,0,211.3375,B5,S,B,Miss,0
0,3,male,11.0,0,0,18.7875,-999,C,-999,Mr,0
0,2,male,-999.0,0,0,0.0,-999,S,-999,Mr,0
0,2,male,23.0,0,0,13.0,-999,S,-999,Mr,0
0,2,male,23.0,0,0,13.0,-999,S,-999,Mr,0
0,3,male,28.5,0,0,16.1,-999,S,-999,Mr,0
0,3,female,48.0,1,3,34.375,-999,S,-999,Mrs,1
1,1,male,35.0,0,0,512.3292,B101,C,B,Mr,1
0,3,male,-999.0,0,0,7.8958,-999,S,-999,Mr,0
0,3,male,-999.0,0,0,7.8958,-999,S,-999,Mr,0
1,1,male,-999.0,0,0,30.0,D45,S,D,Mr,0
0,1,male,36.0,1,0,78.85,C46,S,C,Mr,0
1,1,female,21.0,2,2,262.375,B57 B59 B63 B66,C,B,Miss,1
0,3,male,24.0,1,0,16.1,-999,S,-999,Mr,0
1,3,male,31.0,0,0,7.925,-999,S,-999,Mr,1
0,1,male,70.0,1,1,71.0,B22,S,B,Capt,1
0,3,male,16.0,1,1,20.25,-999,S,-999,Mr,1
1,2,female,30.0,0,0,13.0,-999,S,-999,Miss,0
0,1,male,19.0,1,0,53.1,D30,S,D,Mr,0
0,3,male,31.0,0,0,7.75,-999,Q,-999,Mr,0
1,2,female,4.0,1,1,23.0,-999,S,-999,Miss,0
1,3,male,6.0,0,1,12.475,E121,S,E,Master,0
0,3,male,33.0,0,0,9.5,-999,S,-999,Mr,0
0,3,male,23.0,0,0,7.8958,-999,S,-999,Mr,0
1,2,female,48.0,1,2,65.0,-999,S,-999,Mrs,0
1,2,male,0.67,1,1,14.5,-999,S,-999,Master,0
0,3,male,28.0,0,0,7.7958,-999,S,-999,Mr,0
0,2,male,18.0,0,0,11.5,-999,S,-999,Mr,0
0,3,male,34.0,0,0,8.05,-999,S,-999,Mr,0
1,1,female,33.0,0,0,86.5,B77,S,B,the Countess,0
0,3,male,-999.0,0,0,14.5,-999,S,-999,Mr,0
0,3,male,41.0,0,0,7.125,-999,S,-999,Mr,1
1,3,male,20.0,0,0,7.2292,-999,C,-999,Mr,0
1,1,female,36.0,1,2,120.0,B96 B98,S,B,Mrs,0
0,3,male,16.0,0,0,7.775,-999,S,-999,Mr,0
1,1,female,51.0,1,0,77.9583,D11,S,D,Mrs,0
0,1,male,-999.0,0,0,39.6,-999,C,-999,Dr,0
0,3,female,30.5,0,0,7.75,-999,Q,-999,Miss,0
0,3,male,-999.0,1,0,24.15,-999,Q,-999,Mr,0
0,3,male,32.0,0,0,8.3625,-999,S,-999,Mr,0
0,3,male,24.0,0,0,9.5,-999,S,-999,Mr,0
0,3,male,48.0,0,0,7.8542,-999,S,-999,Mr,0
0,2,female,57.0,0,0,10.5,E77,S,E,Mrs,1
0,3,male,-999.0,0,0,7.225,-999,C,-999,Mr,0
1,2,female,54.0,1,3,23.0,-999,S,-999,Mrs,0
0,3,male,18.0,0,0,7.75,-999,S,-999,Mr,0
0,3,male,-999.0,0,0,7.75,F38,Q,F,Mr,0
1,3,female,5.0,0,0,12.475,-999,S,-999,Miss,0
0,3,male,-999.0,0,0,7.7375,-999,Q,-999,Mr,0
1,1,female,43.0,0,1,211.3375,B3,S,B,Mrs,0
1,3,female,13.0,0,0,7.2292,-999,C,-999,Miss,0
1,1,female,17.0,1,0,57.0,B20,S,B,Mrs,0
0,1,male,29.0,0,0,30.0,D6,S,D,Mr,0
0,3,male,-999.0,1,2,23.45,-999,S,-999,Mr,1
0,3,male,25.0,0,0,7.05,-999,S,-999,Mr,1
0,3,male,25.0,0,0,7.25,-999,S,-999,Mr,0
1,3,female,18.0,0,0,7.4958,-999,S,-999,Miss,0
0,3,male,8.0,4,1,29.125,-999,Q,-999,Master,0
1,3,male,1.0,1,2,20.575,-999,S,-999,Master,1
0,1,male,46.0,0,0,79.2,B82 B84,C,B,Mr,1
0,3,male,-999.0,0,0,7.75,-999,Q,-999,Mr,0
0,2,male,16.0,0,0,26.0,-999,S,-999,Mr,0
0,3,female,-999.0,8,2,69.55,-999,S,-999,Miss,1
0,1,male,-999.0,0,0,30.6958,-999,C,-999,Mr,1
0,3,male,25.0,0,0,7.8958,-999,S,-999,Mr,0
0,2,male,39.0,0,0,13.0,-999,S,-999,Mr,0
1,1,female,49.0,0,0,25.9292,D17,S,D,Dr,0
1,3,female,31.0,0,0,8.6833,-999,S,-999,Mrs,0
0,3,male,30.0,0,0,7.2292,-999,C,-999,Mr,0
0,3,female,30.0,1,1,24.15,-999,S,-999,Mrs,0
0,2,male,34.0,0,0,13.0,-999,S,-999,Mr,0
1,2,female,31.0,1,1,26.25,-999,S,-999,Mrs,1
1,1,male,11.0,1,2,120.0,B96 B98,S,B,Master,0
1,3,male,0.42,0,1,8.5167,-999,C,-999,Master,0
1,3,male,27.0,0,0,6.975,-999,S,-999,Mr,0
0,3,male,31.0,0,0,7.775,-999,S,-999,Mr,0
0,1,male,39.0,0,0,0.0,A36,S,A,Mr,0
0,3,female,18.0,0,0,7.775,-999,S,-999,Miss,0
0,2,male,39.0,0,0,13.0,-999,S,-999,Mr,0
1,1,female,33.0,1,0,53.1,E8,S,E,Mrs,0
0,3,male,26.0,0,0,7.8875,-999,S,-999,Mr,0
0,3,male,39.0,0,0,24.15,-999,S,-999,Mr,1
0,2,male,35.0,0,0,10.5,-999,S,-999,Mr,0
0,3,female,6.0,4,2,31.275,-999,S,-999,Miss,0
0,3,male,30.5,0,0,8.05,-999,S,-999,Mr,0
0,1,male,-999.0,0,0,0.0,B102,S,B,Mr,0
0,3,female,23.0,0,0,7.925,-999,S,-999,Miss,1
0,2,male,31.0,1,1,37.0042,-999,C,-999,Mr,1
0,3,male,43.0,0,0,6.45,-999,S,-999,Mr,1
0,3,male,10.0,3,2,27.9,-999,S,-999,Master,0
1,1,female,52.0,1,1,93.5,B69,S,B,Mrs,0
1,3,male,27.0,0,0,8.6625,-999,S,-999,Mr,0
0,1,male,38.0,0,0,0.0,-999,S,-999,Jonkheer,0
1,3,female,27.0,0,1,12.475,E121,S,E,Mrs,0
0,3,male,2.0,4,1,39.6875,-999,S,-999,Master,0
0,3,male,-999.0,0,0,6.95,-999,Q,-999,Mr,0
0,3,male,-999.0,0,0,56.4958,-999,S,-999,Mr,0
1,2,male,1.0,0,2,37.0042,-999,C,-999,Master,1
1,3,male,-999.0,0,0,7.75,-999,Q,-999,Mr,0
1,1,female,62.0,0,0,80.0,B28,-999,B,Mrs,0
1,3,female,15.0,1,0,14.4542,-999,C,-999,Mrs,0
1,2,male,0.83,1,1,18.75,-999,S,-999,Master,0
0,3,male,-999.0,0,0,7.2292,-999,C,-999,Mr,0
0,3,male,23.0,0,0,7.8542,-999,S,-999,Mr,0
0,3,male,18.0,0,0,8.3,-999,S,-999,Mr,0
1,1,female,39.0,1,1,83.1583,E49,C,E,Miss,1
0,3,male,21.0,0,0,8.6625,-999,S,-999,Mr,0
0,3,male,-999.0,0,0,8.05,-999,S,-999,Mr,0
1,3,male,32.0,0,0,56.4958,-999,S,-999,Mr,0
1,1,male,-999.0,0,0,29.7,C47,C,C,Mr,0
0,3,male,20.0,0,0,7.925,-999,S,-999,Mr,1
0,2,male,16.0,0,0,10.5,-999,S,-999,Mr,1
1,1,female,30.0,0,0,31.0,-999,C,-999,Miss,0
0,3,male,34.5,0,0,6.4375,-999,C,-999,Mr,0
0,3,male,17.0,0,0,8.6625,-999,S,-999,Mr,0
0,3,male,42.0,0,0,7.55,-999,S,-999,Mr,1
0,3,male,-999.0,8,2,69.55,-999,S,-999,Mr,1
0,3,male,35.0,0,0,7.8958,-999,C,-999,Mr,0
0,2,male,28.0,0,1,33.0,-999,S,-999,Rev,0
1,1,female,-999.0,1,0,89.1042,C92,C,C,Mrs,0
0,3,male,4.0,4,2,31.275,-999,S,-999,Master,0
0,3,male,74.0,0,0,7.775,-999,S,-999,Mr,0
0,3,female,9.0,1,1,15.2458,-999,C,-999,Miss,0
1,1,female,16.0,0,1,39.4,D28,S,D,Miss,1
0,2,female,44.0,1,0,26.0,-999,S,-999,Mrs,0
1,3,female,18.0,0,1,9.35,-999,S,-999,Mrs,0
1,1,female,45.0,1,1,164.8667,-999,S,-999,Mrs,0
1,1,male,51.0,0,0,26.55,E17,S,E,Mr,0
1,3,female,24.0,0,3,19.2583,-999,C,-999,Mrs,0
0,3,male,-999.0,0,0,7.2292,-999,C,-999,Mr,0
0,3,male,41.0,2,0,14.1083,-999,S,-999,Mr,0
0,2,male,21.0,1,0,11.5,-999,S,-999,Mr,0
1,1,female,48.0,0,0,25.9292,D17,S,D,Mrs,0
0,3,female,-999.0,8,2,69.55,-999,S,-999,Miss,1
0,2,male,24.0,0,0,13.0,-999,S,-999,Mr,0
1,2,female,42.0,0,0,13.0,-999,S,-999,Mrs,0
1,2,female,27.0,1,0,13.8583,-999,C,-999,Miss,1
0,1,male,31.0,0,0,50.4958,A24,S,A,Mr,1
0,3,male,-999.0,0,0,9.5,-999,S,-999,Mr,0
1,3,male,4.0,1,1,11.1333,-999,S,-999,Master,0
0,3,male,26.0,0,0,7.8958,-999,S,-999,Mr,0
1,1,female,47.0,1,1,52.5542,D35,S,D,Mrs,0
0,1,male,33.0,0,0,5.0,B51 B53 B55,S,B,Mr,0
0,3,male,47.0,0,0,9.0,-999,S,-999,Mr,0
1,2,female,28.0,1,0,24.0,-999,C,-999,Mrs,1
1,3,female,15.0,0,0,7.225,-999,C,-999,Miss,0
0,3,male,20.0,0,0,9.8458,-999,S,-999,Mr,0
0,3,male,19.0,0,0,7.8958,-999,S,-999,Mr,0
0,3,male,-999.0,0,0,7.8958,-999,S,-999,Mr,0
1,1,female,56.0,0,1,83.1583,C50,C,C,Mrs,0
1,2,female,25.0,0,1,26.0,-999,S,-999,Mrs,0
0,3,male,33.0,0,0,7.8958,-999,S,-999,Mr,0
0,3,female,22.0,0,0,10.5167,-999,S,-999,Miss,0
0,2,male,28.0,0,0,10.5,-999,S,-999,Mr,1
0,3,male,25.0,0,0,7.05,-999,S,-999,Mr,1
0,3,female,39.0,0,5,29.125,-999,Q,-999,Mrs,0
0,2,male,27.0,0,0,13.0,-999,S,-999,Rev,0
1,1,female,19.0,0,0,30.0,B42,S,B,Miss,0
0,3,female,-999.0,1,2,23.45,-999,S,-999,Miss,1
1,1,male,26.0,0,0,30.0,C148,C,C,Mr,0
0,3,male,32.0,0,0,7.75,-999,Q,-999,Mr,0
